userID,itemID,rating,timestamp,service_name,service_sector,service_keyword
,1186,,,৩ বছরের অধিক সময়ে অনবায়িত সনদপত্রের নবায়নের অনুমতি,45,"অনবায়িত, সনদপত্র, নবায়ন, Renew, Renewed, Certificate , ৩ বছরের অধিক সময়ে অনবায়িত সনদপত্রের নবায়নের অনুমতি , Permission to renew renewed certificate for more than 3 years"
,1188,,,জাহাজীকরণের সময়সীমা বৃদ্ধি,45,"জাহাজীকরণ, সময়সীমা, বৃদ্ধি, Increased, Shipping, Deadlines , জাহাজীকরণের সময়সীমা বৃদ্ধি , Increased Shipping Deadlines, সময়সীমা বৃদ্ধি, জাহাজীকরণের সময়সীমা"
,1189,,,বিনামূল্যে প্রাপ্ত নমূনা/উপহারসামগ্রী আমদানির পূর্বানুমতিপত্র জারি,36,"উপহারসামগ্রী, বিনামূল্যে প্রাপ্ত, নমূনা, উপহারসামগ্রী আমদানি, আমদানি, পূর্বানুমতিপত্র, Samples, Gift Items , বিনামূল্যে প্রাপ্ত নমূনা/উপহারসামগ্রী আমদানির পূর্বানুমতিপত্র জারি , Issuance of Pre-Approval Letter for Import of free Samples / Gift Items"
,119,,,খুচরা পেট্রোলিয়াম/জ্বালানী তেল বিক্রির অনাপত্তি সনদ প্রদান,5,"খুচরা পেট্রোলিয়াম, জ্বালানী তেল, বিক্রির, অনাপত্তি সনদ, এনওসি, NOC"
,1192,,,শুল্ক কর্তৃপক্ষ কর্তৃক আটককৃত মালামাল খালাসের ক্লিয়ারেন্স পারমিট,45,"ক্লিয়ারেন্স, শুল্ক কর্তৃপক্ষ, আটককৃত, শুল্ক, ক্লিয়ারেন্স পারমিট, আটককৃত মালামাল, খালাসের ক্লিয়ারেন্স, পারমিট, মালামাল, Clearance, permit, customs, authorities , শুল্ক কর্তৃপক্ষ কর্তৃক আটককৃত মালামাল খালাসের ক্লিয়ারেন্স পারমিট , Clearance permit for unloading of goods seized by the customs authorities"
,1195,,,রপ্তানী নিবন্ধন সনদপত্র জারী,45,"রপ্তানী, নিবন্ধন, সনদপত্র , রপ্তানী নিবন্ধন সনদপত্র জারী , Export Registration Certificate Issued"
,1198,,,রপ্তানী নিবন্ধন সনদপত্র (ইন্ডেন্টিং সার্ভিসেস) জারী,45,"রপ্তানী, নিবন্ধন, সনদপত্র, ইন্ডেন্টিং, সার্ভিসেস, Export, Registration, Certificate, Indenting , রপ্তানী নিবন্ধন সনদপত্র (ইন্ডেন্টিং সার্ভিসেস) জারী , Export Registration Certificate (Indenting Services) issued"
,12,,,ভেন্ডর লাইসেন্স নবায়ন,2,"স্ট‍্যাম্প ভেন্ডর, লাইসেন্স, স্ট‍্যাম্প ভেন্ডর লাইসেন্স"
,120,,,জোত পারমিট প্রদান,12,"জোত পরমিট, Jot Permit, জোত পারমিট প্রদান ["
,1201,,,টিসিবি সংক্রান্ত তথ্য প্রাপ্তির আবেদন,36,"টিসিবি, সংক্রান্ত, তথ্য, প্রাপ্তি, TCB , টিসিবি সংক্রান্ত তথ্য প্রাপ্তির আবেদন , Application for information related to TCB, টিসিবি সংক্রান্ত, তথ্য প্রাপ্তির আবেদন, তথ্য প্রাপ্তি"
,1203,,,টিসিবির ডিলারশীপ প্রাপ্তির আবেদনপত্র,3,"Application, form, obtaining, dealership ,TCB , টিসিবির, ডিলারশীপ, প্রাপ্তির, আবেদনপত্র, টিসিবির ডিলারশীপ প্রাপ্তির আবেদনপত্র, TCB Dealership Application Form, টিসিবি, টিসিবির ডিলারশীপ, ডিলারশীপ প্রাপ্তির আবেদনপত্র"
,1204,,,ডিলার নিয়োগের অনুমোদন ও চুক্তি সম্পাদন,36,"ডিলার, নিয়োগ, অনুমোদন, চুক্তি, সম্পাদন, Dealership, Contract , ডিলার নিয়োগের অনুমোদন ও চুক্তি সম্পাদন , Approval of dealer appointment and execution of contract, ডিলার নিয়োগ"
,1206,,,ডিলারশীপ চুক্তিপত্র নবায়ন,36,"Renewal, dealership, contract, ডিলারশীপ, চুক্তিপত্র, নবায়ন, dilarship, chuktipotro, nbayon, ডিলারশীপ চুক্তিপত্র নবায়ন, Renewal of dealership contract, ডিলারশীপ চুক্তিপত্র, চুক্তিপত্র নবায়ন"
,1207,,,টি এস্টেট/চা বাগান/ক্ষুদ্রায়তন চা বাগান নিবন্ধীকরণের জন্য আবেদন,45,"টি-এস্টেট, বাগান, ক্ষুদ্রায়তন  চা, বাগান  নিবন্ধীকরণ, ক্ষুদ্রায়তন, নিবন্ধীকরণের জন্য আবেদন,  চা বাগান নিবন্ধীকরণ, টি এস্টেট/চা বাগান/ক্ষুদ্রায়তন, Application for Registration of Tea Estate / Tea Garden / Small Holding Tea Garden"
,1209,,,চা সংক্রান্ত সাধারণ তথ্য সরবরাহ,45,"চা, সংক্রান্ত, তথ্য , চা সংক্রান্ত সাধারণ তথ্য সরবরাহ , Provide general information regarding tea, চা সংক্রান্ত, তথ্য সরবরাহ"
,121,,,ইট পোড়ানোর লাইসেন্স প্রদান,2,"ইট, ব্রিক ফিল্ড,  ইট, লাইসেন্স, Brick burning license"
